Policy_Sequence,,Q,Tp,Tnp,p,W1,W2,arrival_rate,gamma,Policy_Type,Switch_Index,Full Policy,,,,Tnp,p,Lambda,T,W1,Gamma,,,,,,Tp,Tnp,p,W1,W2,arrival_rate,gamma,,,Tnp,p,Lambda,T,W1,Gamma
"[0, 0, 0, 0, 0, 2]",150.10.3110.4,5,1,15,0.1,1,1,0.35,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.3110.5,5,1,15,0.1,1,1,0.35,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.3110.6,5,1,15,0.1,1,1,0.35,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.3110.7,5,1,15,0.1,1,1,0.35,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.3110.8,5,1,15,0.1,1,1,0.35,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.3110.9,5,1,15,0.1,1,1,0.35,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.111120,5,1,15,0.1,112,1,0.1,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.111120.1,5,1,15,0.1,112,1,0.1,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.111120.2,5,1,15,0.1,112,1,0.1,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.111120.3,5,1,15,0.1,112,1,0.1,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.111120.4,5,1,15,0.1,112,1,0.1,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.111120.5,5,1,15,0.1,112,1,0.1,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.111120.6,5,1,15,0.1,112,1,0.1,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.111120.7,5,1,15,0.1,112,1,0.1,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.111120.8,5,1,15,0.1,112,1,0.1,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.111120.9,5,1,15,0.1,112,1,0.1,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.211120,5,1,15,0.1,112,1,0.225,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.211120.1,5,1,15,0.1,112,1,0.225,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.211120.2,5,1,15,0.1,112,1,0.225,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.211120.3,5,1,15,0.1,112,1,0.225,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.211120.4,5,1,15,0.1,112,1,0.225,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.211120.5,5,1,15,0.1,112,1,0.225,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.211120.6,5,1,15,0.1,112,1,0.225,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.211120.7,5,1,15,0.1,112,1,0.225,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.211120.8,5,1,15,0.1,112,1,0.225,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.211120.9,5,1,15,0.1,112,1,0.225,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.311120,5,1,15,0.1,112,1,0.35,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.311120.1,5,1,15,0.1,112,1,0.35,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.311120.2,5,1,15,0.1,112,1,0.35,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.311120.3,5,1,15,0.1,112,1,0.35,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.311120.4,5,1,15,0.1,112,1,0.35,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.311120.5,5,1,15,0.1,112,1,0.35,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.311120.6,5,1,15,0.1,112,1,0.35,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.311120.7,5,1,15,0.1,112,1,0.35,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.311120.8,5,1,15,0.1,112,1,0.35,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.311120.9,5,1,15,0.1,112,1,0.35,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.112230,5,1,15,0.1,223,1,0.1,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.112230.1,5,1,15,0.1,223,1,0.1,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.112230.2,5,1,15,0.1,223,1,0.1,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.112230.3,5,1,15,0.1,223,1,0.1,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.112230.4,5,1,15,0.1,223,1,0.1,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.112230.5,5,1,15,0.1,223,1,0.1,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.112230.6,5,1,15,0.1,223,1,0.1,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.112230.7,5,1,15,0.1,223,1,0.1,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.112230.8,5,1,15,0.1,223,1,0.1,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.112230.9,5,1,15,0.1,223,1,0.1,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.212230,5,1,15,0.1,223,1,0.225,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.212230.1,5,1,15,0.1,223,1,0.225,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.212230.2,5,1,15,0.1,223,1,0.225,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.212230.3,5,1,15,0.1,223,1,0.225,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.212230.4,5,1,15,0.1,223,1,0.225,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.212230.5,5,1,15,0.1,223,1,0.225,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.212230.6,5,1,15,0.1,223,1,0.225,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.212230.7,5,1,15,0.1,223,1,0.225,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.212230.8,5,1,15,0.1,223,1,0.225,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.212230.9,5,1,15,0.1,223,1,0.225,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.312230,5,1,15,0.1,223,1,0.35,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.312230.1,5,1,15,0.1,223,1,0.35,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.312230.2,5,1,15,0.1,223,1,0.35,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.312230.3,5,1,15,0.1,223,1,0.35,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.312230.4,5,1,15,0.1,223,1,0.35,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.312230.5,5,1,15,0.1,223,1,0.35,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.312230.8,5,1,15,0.1,223,1,0.35,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.312230.9,5,1,15,0.1,223,1,0.35,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.113340,5,1,15,0.1,334,1,0.1,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.113340.1,5,1,15,0.1,334,1,0.1,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.113340.2,5,1,15,0.1,334,1,0.1,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.113340.3,5,1,15,0.1,334,1,0.1,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.113340.4,5,1,15,0.1,334,1,0.1,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.113340.5,5,1,15,0.1,334,1,0.1,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.113340.6,5,1,15,0.1,334,1,0.1,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.113340.7,5,1,15,0.1,334,1,0.1,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.113340.8,5,1,15,0.1,334,1,0.1,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.113340.9,5,1,15,0.1,334,1,0.1,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.213340,5,1,15,0.1,334,1,0.225,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.213340.1,5,1,15,0.1,334,1,0.225,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.213340.2,5,1,15,0.1,334,1,0.225,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.213340.3,5,1,15,0.1,334,1,0.225,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.213340.4,5,1,15,0.1,334,1,0.225,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.213340.5,5,1,15,0.1,334,1,0.225,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.213340.6,5,1,15,0.1,334,1,0.225,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.213340.7,5,1,15,0.1,334,1,0.225,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.213340.8,5,1,15,0.1,334,1,0.225,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.213340.9,5,1,15,0.1,334,1,0.225,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.313340,5,1,15,0.1,334,1,0.35,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.313340.1,5,1,15,0.1,334,1,0.35,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.313340.2,5,1,15,0.1,334,1,0.35,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.313340.3,5,1,15,0.1,334,1,0.35,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.313340.4,5,1,15,0.1,334,1,0.35,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.313340.5,5,1,15,0.1,334,1,0.35,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.313340.6,5,1,15,0.1,334,1,0.35,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.313340.7,5,1,15,0.1,334,1,0.35,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.313340.8,5,1,15,0.1,334,1,0.35,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.313340.9,5,1,15,0.1,334,1,0.35,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.114450,5,1,15,0.1,445,1,0.1,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.114450.1,5,1,15,0.1,445,1,0.1,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.114450.2,5,1,15,0.1,445,1,0.1,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.114450.3,5,1,15,0.1,445,1,0.1,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.114450.4,5,1,15,0.1,445,1,0.1,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.114450.5,5,1,15,0.1,445,1,0.1,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.114450.6,5,1,15,0.1,445,1,0.1,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.114450.7,5,1,15,0.1,445,1,0.1,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.114450.8,5,1,15,0.1,445,1,0.1,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.114450.9,5,1,15,0.1,445,1,0.1,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.214450,5,1,15,0.1,445,1,0.225,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.214450.1,5,1,15,0.1,445,1,0.225,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.214450.2,5,1,15,0.1,445,1,0.225,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.214450.3,5,1,15,0.1,445,1,0.225,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.214450.4,5,1,15,0.1,445,1,0.225,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.214450.5,5,1,15,0.1,445,1,0.225,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.214450.6,5,1,15,0.1,445,1,0.225,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.214450.7,5,1,15,0.1,445,1,0.225,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.214450.8,5,1,15,0.1,445,1,0.225,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.214450.9,5,1,15,0.1,445,1,0.225,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.314450,5,1,15,0.1,445,1,0.35,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.314450.1,5,1,15,0.1,445,1,0.35,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.314450.2,5,1,15,0.1,445,1,0.35,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.314450.3,5,1,15,0.1,445,1,0.35,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.314450.4,5,1,15,0.1,445,1,0.35,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.314450.5,5,1,15,0.1,445,1,0.35,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.314450.6,5,1,15,0.1,445,1,0.35,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
